epoch,train_denoising_loss,validation_denoising_loss,validation_rmsd,validation_mae,validation_mse,validation_accuracy,learning_rate
121,0.030862527396026497,0.2298043616116047,,,,,0.00025934529411321167
122,0.03424318532484609,0.2113194864243269,,,,,0.0002586979695280569
123,0.03266048529562918,0.22652937099337578,,,,,0.0002580463537331859
124,0.03130851904987483,0.20257844142615794,,,,,0.0002573904724532746
125,0.03251671181941355,0.20848870426416397,23.89777986208598,10.907305957873662,213.89353076616922,0.5,0.00025673035158139273
126,0.028492850050128794,0.20875772498548031,,,,,0.00025606601717798207
127,0.03056115027819131,0.23094052635133266,,,,,0.00025539749546982736
128,0.029627133613905392,0.21297202855348588,,,,,0.0002547248128490209
129,0.028788554884896084,0.22164690345525742,,,,,0.0002540479958719207
130,0.02983022025610144,0.20214522629976273,25.020623127619427,11.317253043254217,230.86934054692586,0.5,0.00025336707125810223
131,0.030087877492848282,0.1977133072912693,,,,,0.0002526820658893033
132,0.029469663554148096,0.21687620952725412,,,,,0.00025199300680836284
133,0.03047933099741066,0.23278126120567322,,,,,0.00025129992121815365
134,0.028608459828270448,0.22116204909980297,,,,,0.000250602836480508
135,0.030700938046179915,0.22775556668639182,24.29023327032725,11.064590634902318,225.51778372128805,0.5,0.00024990178011513776
136,0.029698271556077776,0.2170953169465065,,,,,0.00024919677979854776
137,0.028425248868360713,0.21118405647575855,,,,,0.00024848786336294346
138,0.028181649241093044,0.2302326988428831,,,,,0.00024777505879513184
139,0.027383850849661474,0.21265246234834195,,,,,0.0002470583942354167
140,0.027873104513698333,0.24521681144833565,26.59718853632609,12.128970368703206,259.66544383366903,0.5,0.00024633789797648767
141,0.030236818878030456,0.2301046747714281,,,,,0.00024561359846230347
142,0.029197242085796757,0.20441423840820788,,,,,0.0002448855242869687
143,0.028811759239918477,0.20837464556097984,,,,,0.00024415370419360506
144,0.024859655598128163,0.21114272214472293,,,,,0.00024341816707321688
145,0.027493866399635334,0.22241625413298607,24.648106769720712,11.199681427081426,220.0185395081838,0.5,0.00024267894196355015
146,0.027076184246185665,0.22456651590764523,,,,,0.00024193605804794652
147,0.02752894763457211,0.2108883760869503,,,,,0.00024118954465419083
148,0.027092185626561578,0.20037557519972324,,,,,0.00024043943125335373
149,0.02790182871693695,0.2106934033334255,,,,,0.00023968574745862785
150,0.0276643962196603,0.21347058191895485,24.398785622914634,11.078923761844635,218.154456504186,0.5,0.0002389285230241589
151,0.028265096876468207,0.19897096194326877,,,,,0.000238167787843871
152,0.028774204374467198,0.1958882085978985,,,,,0.00023740357195028644
153,0.02730706225879289,0.2193576917052269,,,,,0.00023663590551334013
154,0.026327293089314086,0.2327762559056282,,,,,0.0002358648188391886
155,0.030380177387111896,0.1974510010331869,23.370458165804546,10.51027816136678,202.96410436630248,0.5,0.00023509034236901348
156,0.03055680520530488,0.21942560151219367,,,,,0.00023431250667781958
157,0.02722139740866181,0.22482840716838837,,,,,0.0002335313424732282
158,0.028252897809284763,0.23033819608390332,,,,,0.00023274688059426454
159,0.02520433673635125,0.22200980186462402,,,,,0.00023195915201014035
160,0.025590052538727585,0.22681120783090591,26.308286809921263,11.905800555149714,249.12477900187176,0.5,0.00023116818781903134
161,0.026411813520197128,0.21850390508770942,,,,,0.00023037401924684946
162,0.031220624575743806,0.20971279293298722,,,,,0.00022957667764601008
163,0.025064074912586727,0.22741665691137314,,,,,0.00022877619449419433
164,0.02657637214036407,0.2219802677631378,,,,,0.00022797260139310635
165,0.02809944193860566,0.23972381874918938,26.003184270858764,11.803954702615737,248.7997513930003,0.5,0.00022716593006722596
166,0.025468990131205804,0.23596740439534186,,,,,0.00022635621236255567
167,0.025051173615596584,0.2336697459220886,,,,,0.00022554348024536407
168,0.024027979718772945,0.23390674442052842,,,,,0.0002247277658009236
169,0.025007013684591732,0.22604965716600417,,,,,0.0002239091012322437
170,0.02735316869173501,0.21486226543784143,24.06201067765554,10.935633371273676,207.84517375628153,0.5,0.0002230875188587998
171,0.026359309442341328,0.22420548908412458,,,,,0.00022226305111525723
172,0.02477811021428253,0.22246695570647718,,,,,0.00022143573055019081
173,0.025972198191526776,0.22205763272941112,,,,,0.00022060558982479983
174,0.02486244202717333,0.2133420340716839,,,,,0.0002197726617116187
175,0.02322733003293743,0.2266150213778019,24.558609147866566,11.129592295487722,223.97936361630758,0.5,0.00021893697909322314
176,0.023757875418743572,0.22524705715477467,,,,,0.00021809857496093196
177,0.0255421499495168,0.19487126506865024,,,,,0.00021725748241350484
178,0.02415248380369834,0.2060083419084549,,,,,0.00021641373465583518
179,0.02408126799540745,0.2137210700660944,,,,,0.00021556736499763986
180,0.023656892590224743,0.19775774665176868,21.848812782764433,9.899591728051503,179.86940496762594,0.5,0.0002147184068521438
181,0.02407072374999926,0.2057958636432886,,,,,0.00021386689373476084
182,0.024037430163573573,0.2392699360847473,,,,,0.00021301285926177087
183,0.02349246368818992,0.20908925160765648,,,,,0.00021215633714899258
184,0.0227413269112239,0.21253786310553552,,,,,0.0002112973612104523
185,0.023391520176586265,0.21662007309496403,23.490977410475413,10.652378022670746,203.44076816240946,0.5,0.00021043596535704934
186,0.025684242615023174,0.2233650829643011,,,,,0.00020957218359521706
187,0.02571365687794782,0.20878466293215753,,,,,0.00020870605002558032
188,0.022295703016523574,0.21583047285676002,,,,,0.0002078375988416094
189,0.025346592433649947,0.22141536921262742,,,,,0.0002069668643282701
190,0.02274908570925126,0.23124845363199711,24.851868387063345,11.199030329783758,224.81246159871418,0.5,0.00020609388086067
191,0.0224546980540696,0.2372518554329872,,,,,0.00020521868290270163
192,0.02240252575358829,0.21945734694600105,,,,,0.00020434130500568182
193,0.02423428650945425,0.22581223770976067,,,,,0.00020346178180698755
194,0.021359238836511567,0.22142426669597626,,,,,0.0002025801480286888
195,0.022147804410574404,0.23067540004849435,25.55801171461741,11.610780505339305,235.3473973274231,0.5,0.00020169643847617756
196,0.024280390853213298,0.21165691129863262,,,,,0.00020081068803679371
197,0.023090833546342077,0.20233598947525025,,,,,0.000199922931678448
198,0.02158599952235818,0.206193707883358,,,,,0.00019903320444824142
199,0.021421456747260446,0.23256369382143022,,,,,0.00019814154147108142
200,0.021701354420164954,0.21401817426085473,23.785770881175996,10.759224359194437,214.78219650586445,0.5,0.00019724797794829573
201,0.022026706927430792,0.21514892354607582,,,,,0.00019635254915624213
202,0.021493711987057247,0.22159131318330766,,,,,0.0001954552904449161
203,0.022208116671724898,0.23360867314040662,,,,,0.00019455623723655524
204,0.02150428426024076,0.19718026593327523,,,,,0.0001936554250242408
205,0.02365844852819636,0.20580956749618054,23.27601223786672,10.498897274335226,204.41219372749327,0.5,0.00019275288937049644
206,0.022662023006862885,0.21784094199538231,,,,,0.00019184866590588444
207,0.023761449293611018,0.21314027197659016,,,,,0.00019094279032759882
208,0.02565735236213014,0.21057503372430803,,,,,0.00019003529839805637
209,0.02240809000323753,0.20650750771164894,,,,,0.00018912622594348454
210,0.02194571341513782,0.2400081478059292,26.501248931884767,11.99678952495257,254.53158764839174,0.5,0.00018821560885250735
211,0.022587573684349254,0.22290228344500065,,,,,0.00018730348307472821
212,0.02148520801770123,0.2265245221555233,,,,,0.00018638988461931115
213,0.0210442519495012,0.2035399593412876,,,,,0.00018547484955355875
214,0.021136928324562473,0.19739489816129208,,,,,0.0001845584140014886
215,0.021690970613948396,0.1965900097042322,23.763598930835723,10.782285769780477,210.84959654808046,0.5,0.0001836406141424072
216,0.02282042052546466,0.20012483112514018,,,,,0.00018272148620948142
217,0.021087135062427133,0.2168825726956129,,,,,0.00018180106648830823
218,0.024269042624714406,0.1930103037506342,,,,,0.00018087939131548222
219,0.02133790372140907,0.20486633777618407,,,,,0.00017995649707716109
220,0.021997483145143534,0.22159034311771392,24.269846347967782,10.956833444039027,224.04947379430135,0.5,0.00017903242020762906
221,0.021838626371243515,0.2213239811360836,,,,,0.00017810719718785873
222,0.022458849877521798,0.20523783527314662,,,,,0.00017718086454407065
223,0.020005238720694103,0.2217953573912382,,,,,0.00017625345884629147
224,0.022830547525773983,0.2178464338183403,,,,,0.00017532501670691013
225,0.02185794342359578,0.19882330633699893,20.68251218398412,9.302021658420562,166.91606465180715,0.5,0.0001743955747792326
226,0.020842120114311174,0.2160210408270359,,,,,0.00017346516975603468
227,0.018956036722237193,0.22178927548229693,,,,,0.0001725338383681136
228,0.02161551863458511,0.21682579815387726,,,,,0.00017160161738283787
229,0.02091473889713352,0.20573927015066146,,,,,0.00017066854360269575
230,0.020073555498006376,0.20584715120494365,22.273431384563445,10.050825970371564,190.68334827423095,0.5,0.00016973465386384238
231,0.020632631887958663,0.20597961731255054,,,,,0.00016879998503464561
232,0.019123914085227896,0.20450601801276208,,,,,0.00016786457401423045
233,0.02153616589871613,0.21504552625119686,,,,,0.00016692845773102222
234,0.018792337863831908,0.2069649465382099,,,,,0.00016599167314128896
235,0.021047336452112004,0.19561097584664822,21.075942623615266,9.560076318184535,172.59513041973113,0.5,0.0001650542572276822
236,0.020238540374447365,0.21169944629073142,,,,,0.00016411624699777712
237,0.019998414026623643,0.21463191397488118,,,,,0.00016317767948261145
238,0.020932607604442415,0.18586711175739765,,,,,0.0001622385917352236
239,0.02287607958439637,0.2015031509101391,,,,,0.00016129902082918986
240,0.01862378675188567,0.2127110954374075,23.772803930441537,10.778545767068863,212.11142792701722,0.5,0.00016035900385716085
241,0.02005202228807517,0.2151546012610197,,,,,0.00015941857792939695
242,0.019070095432972587,0.21759698837995528,,,,,0.0001584777801723036
243,0.018716562350557464,0.2086151096969843,,,,,0.00015753664772696536
244,0.019378568800921377,0.20731471292674541,,,,,0.00015659521774767963
245,0.02034106388738429,0.21517779119312763,24.30267834266027,10.96822830438614,217.0653087933858,0.5,0.00015565352740049007
246,0.021728217752801406,0.189809250831604,,,,,0.00015471161386171914
247,0.019899781579403458,0.21556890532374381,,,,,0.00015376951431650052
248,0.01936235237312881,0.2270756673067808,,,,,0.00015282726595731113
249,0.019136775486372614,0.21425952017307281,,,,,0.00015188490598250278
250,0.018621390811293513,0.21493842229247093,23.07479881445567,10.426292433341343,200.10089565912884,0.5,0.00015094247159483373
251,0.020815599168575293,0.19729491509497166,,,,,0.00014999999999999988
252,0.0196570479311049,0.20476747006177903,,,,,0.00014905752840516602
253,0.01898580724121751,0.21792024187743664,,,,,0.00014811509401749695
254,0.017990304119381552,0.20704845301806926,,,,,0.0001471727340426886
255,0.019525914918631315,0.21466141194105148,24.605180128415427,11.163966097434361,221.28729367256165,0.5,0.00014623048568349924
256,0.017810469279317436,0.21887467801570892,,,,,0.00014528838613828062
257,0.017786310230557982,0.21545470245182513,,,,,0.00014434647259950966
258,0.018621143985640357,0.20384697131812574,,,,,0.00014340478225232015
259,0.017806345609494963,0.2126093726605177,,,,,0.00014246335227303445
260,0.0192894606498649,0.2050920844078064,24.42856136163076,11.050338757038116,220.70604974428812,0.5,0.0001415222198276962
261,0.021800366683384857,0.22129485979676247,,,,,0.00014058142207060292
262,0.018926554737058846,0.22377132549881934,,,,,0.00013964099614283904
263,0.0192144499663767,0.22332991547882558,,,,,0.00013870097917080998
264,0.018150952644646168,0.2267600528895855,,,,,0.00013776140826477626
265,0.01939149821378492,0.22877451591193676,25.09866729180018,11.383643078804017,232.31429985364278,0.5,0.0001368223205173884
266,0.018516386103992526,0.2317412331700325,,,,,0.00013588375300222275
267,0.01846364520590853,0.22363811917603016,,,,,0.00013494574277231767
268,0.017266968202248618,0.22383677028119564,,,,,0.0001340083268587109
269,0.01800948488400192,0.2127145819365978,,,,,0.00013307154226897765
270,0.017782067364031397,0.2117921482771635,24.62833816210429,11.145344907045365,225.56350668271384,0.5,0.00013213542598576947
271,0.020284854479738185,0.21768972091376781,,,,,0.00013120001496535428
272,0.018112528376986046,0.22405132725834848,,,,,0.00013026534613615754
273,0.018038603288398403,0.22644332349300383,,,,,0.0001293314563973042
274,0.017702021069724013,0.2196775685995817,,,,,0.00012839838261716207
275,0.017788086413733056,0.21748495176434518,23.318714451789855,10.57566985487938,209.06408206621805,0.5,0.00012746616163188633
276,0.018149504576482484,0.21102753207087516,,,,,0.00012653483024396527
277,0.017727699281798827,0.2112731460481882,,,,,0.00012560442522076737
278,0.018029096032920723,0.21630726642906667,,,,,0.00012467498329308982
279,0.017827865151638114,0.20780662558972834,,,,,0.0001237465411537085
280,0.01696166329438219,0.21172589994966984,23.25496711730957,10.53403218984604,200.9943418820699,0.5,0.0001228191354559293
281,0.016684540975335484,0.22220245003700256,,,,,0.00012189280281214119
282,0.0176458343284557,0.2296791583299637,,,,,0.00012096757979237089
283,0.017238440810123812,0.2079156719148159,,,,,0.00012004350292283886
284,0.01622146652457682,0.2110111866146326,,,,,0.00011912060868451768
285,0.01894569196864157,0.22069824375212194,23.203425705432892,10.471754296620686,201.4118158340454,0.5,0.00011819893351169172
286,0.017703151154155668,0.21309109330177306,,,,,0.00011727851379051854
287,0.019101229345274938,0.23818289786577224,,,,,0.00011635938585759272
288,0.016813139292738727,0.22157297134399415,,,,,0.00011544158599851133
289,0.017304503711292874,0.22016103230416775,,,,,0.0001145251504464412
290,0.01700137705365951,0.21338178627192975,25.756258567174275,11.68922644853592,245.30111020406088,0.5,0.00011361011538068879
291,0.01742521336151136,0.21179661937057973,,,,,0.0001126965169252717
292,0.017531600881468604,0.2284110017120838,,,,,0.0001117843911474926
293,0.01745976204354618,0.2197638936340809,,,,,0.00011087377405651536
294,0.017838690341827838,0.2117010734975338,,,,,0.00010996470160194358
295,0.016623354466581666,0.21326404474675656,23.715195246537526,10.730954305330913,209.04326837857565,0.5,0.00010905720967240107
296,0.01879025930287065,0.2016801554709673,,,,,0.00010815133409411547
297,0.016081323079462792,0.20775506645441055,,,,,0.00010724711062950345
298,0.01633001019473414,0.21707616932690144,,,,,0.0001063445749757591
299,0.017414737744508562,0.21773238852620125,,,,,0.00010544376276344462
300,0.0183102996591982,0.19512750767171383,23.61950975259145,10.695430827140807,208.95053663253785,0.5,0.0001045447095550838
301,0.01631876713017354,0.20347296223044395,,,,,0.00010364745084375777
302,0.01721841172390693,0.21324871256947517,,,,,0.00010275202205170417
303,0.017285100813653018,0.2117857091128826,,,,,0.00010185845852891847
304,0.01678694525381198,0.2060658548027277,,,,,0.00010096679555175854
305,0.018050688255981013,0.21885173432528973,25.050179763635,11.428304495414098,231.81572262446085,0.5,0.0001000770683215519
306,0.017108152708592447,0.21676854975521564,,,,,9.918931196320618e-05
307,0.015440919423928938,0.21728284880518914,,,,,9.830356152382232e-05
308,0.016926633194088936,0.2148668013513088,,,,,9.741985197131103e-05
309,0.01618194466809163,0.21187763661146164,,,,,9.65382181930123e-05
310,0.016315904987120145,0.21040230020880699,23.530151311556498,10.649170372883479,205.13186705907185,0.5,9.565869499431805e-05
311,0.0163139305329202,0.20736336819827555,,,,,9.478131709729821e-05
312,0.01779815019737627,0.22250870950520038,,,,,9.390611913932985e-05
313,0.017175951909676596,0.21902106404304506,,,,,9.303313567172974e-05
314,0.017022938920638046,0.21261184215545653,,,,,9.216240115839042e-05
315,0.016189201558763917,0.22536831125617027,24.922002919514973,11.285653700431189,227.57041217486065,0.5,9.129394997441956e-05
316,0.01697662686677398,0.20214933790266515,,,,,9.042781640478277e-05
317,0.016299899302523683,0.21252505257725715,,,,,8.956403464295048e-05
318,0.015666399767773377,0.2125537820160389,,,,,8.870263878954755e-05
319,0.015166320309445664,0.22465551570057868,,,,,8.784366285100727e-05
320,0.015525314604511132,0.21959300711750984,25.434220174948376,11.528875889380773,237.75580282211303,0.5,8.698714073822894e-05
321,0.015421386455764642,0.22225137576460838,,,,,8.613310626523898e-05
322,0.014386511955259217,0.2363946944475174,,,,,8.528159314785607e-05
323,0.015486365989656062,0.22507270872592927,,,,,8.443263500235999e-05
324,0.015033953898661846,0.22011708170175553,,,,,8.358626534416469e-05
325,0.015249852191757512,0.230223186314106,24.47135274807612,11.059384608268738,224.9267126083374,0.5,8.274251758649508e-05
326,0.016455737206883526,0.22204464673995972,,,,,8.190142503906788e-05
327,0.01525512385509304,0.2225905954837799,,,,,8.106302090677672e-05
328,0.01610769336489407,0.222494987398386,,,,,8.022733828838114e-05
329,0.01546593481121031,0.22057277858257293,,,,,7.939441017520006e-05
330,0.015069521523105938,0.22058051973581314,24.951297012964883,11.276608661810558,230.55911189715067,0.5,7.856426944980901e-05
331,0.015272079929206017,0.22648563981056213,,,,,7.773694888474265e-05
332,0.014602521786818633,0.22591412290930749,,,,,7.691248114120008e-05
333,0.014487107435392367,0.22449968978762627,,,,,7.609089876775613e-05
334,0.014502599785054053,0.22410890869796277,,,,,7.527223419907628e-05
335,0.016368685843976768,0.21550236716866494,25.0637926141421,11.335352689027786,231.610759305954,0.5,7.445651975463578e-05
336,0.01551504249407633,0.20907072611153127,,,,,7.36437876374442e-05
337,0.015194086244682202,0.2298287931829691,,,,,7.283406993277391e-05
338,0.014949695760937961,0.2211445163935423,,,,,7.202739860689351e-05
339,0.016794147989335092,0.22448564246296882,,,,,7.122380550580552e-05
340,0.01525765804674577,0.21355030052363871,24.766291332244872,11.189184306065242,228.39960927963256,0.5,7.042332235398983e-05
341,0.014793646131717676,0.21117346808314325,,,,,6.962598075315044e-05
342,0.015541869706499416,0.224689157679677,,,,,6.883181218096855e-05
343,0.01488515971908094,0.22072604708373547,,,,,6.804084798985956e-05
344,0.015374317538697977,0.22814329899847507,,,,,6.725311940573538e-05
345,0.014414737781358732,0.22650969736278057,24.38233697017034,11.03146687746048,223.70471690495808,0.5,6.64686575267717e-05
346,0.01428337416586441,0.22210243493318557,,,,,6.568749332218032e-05
347,0.015350622955609012,0.2149705681949854,,,,,6.490965763098648e-05
348,0.01502143803077775,0.22070045731961727,,,,,6.413518116081127e-05
349,0.014853438777798737,0.2162674732506275,,,,,6.336409448665981e-05
350,0.015446756148358455,0.20730549283325672,23.607890284061433,10.691996870438258,208.2327404975891,0.5,6.259642804971352e-05
351,0.01508554194525287,0.21532967388629914,,,,,6.183221215612897e-05
352,0.01701693727660018,0.20904816165566445,,,,,6.107147697584104e-05
353,0.015950121526681894,0.2104293093085289,,,,,6.031425254137215e-05
354,0.014631526683129975,0.2183856349438429,,,,,5.956056874664621e-05
355,0.015036612900125014,0.21336511559784413,24.004057935873668,10.8829172929128,214.75185774167377,0.5,5.881045534580911e-05
356,0.015069929958396667,0.2182922877371311,,,,,5.8063941952053496e-05
