epoch,train_total_loss,train_flow_loss,train_geometry_loss,train_core_preservation_loss,train_target_profile_loss,validation_total_loss,validation_flow_loss,validation_geometry_loss,validation_core_preservation_loss,validation_target_profile_loss,validation_target_probability,validation_accuracy,validation_geometric_validity,validation_broken_geometry,validation_source_generated_rmsd,validation_target_neighbor_distance,train_accuracy,train_target_probability,learning_rate
20,0.010431550683895662,0.009160025724036208,0.0014122984504279822,0.003631504688617158,0.006259148383031646,0.024107348721693542,0.02035202066797544,0.0013995703278958578,0.0038995662437039703,0.030854574404656887,0.2576225014237755,0.21323529411764705,0.6421343302902054,0.3438754202250172,1.350395704016966,0.2614828426089576,0.3125,0.3905392948621302,0.0001992882604569814
21,0.010953163128283065,0.009572332251375005,0.001497624791227281,0.004629530932091303,0.006183528127267136,0.024613982449997875,0.020759871914325392,0.0018807254536488257,0.004253135987228769,0.03052651580861386,,,,,,,,,0.00019921147013144782
22,0.010448373680523896,0.009111880608913252,0.0013612387859720295,0.004266405203853244,0.0063760479491882785,0.02447969395229045,0.020699113306096372,0.0019601772501653828,0.003466898767168031,0.030418549171265435,,,,,,,,,0.00019913076310695068
23,0.009637669600956774,0.008466453244120388,0.0013560490757700498,0.003034819132585268,0.005965247198789365,0.024440258083974615,0.020640631836345968,0.0020602436441763796,0.0030278594109832365,0.030847913969089005,,,,,,,,,0.00019904614256966512
24,0.00932396259316701,0.00799376638290488,0.0013202364986636124,0.003170539642747302,0.007490949865807463,0.024374551687608745,0.02063006428344285,0.0015723670932108209,0.0035991025061401375,0.030701037386760992,,,,,,,,,0.0001989576118602651
25,0.009773925428231389,0.008497379144053843,0.0013919219589729052,0.003405647912709895,0.006575970058092627,0.024231680066269988,0.020257937968434656,0.001931540948777076,0.004543539554373745,0.03133079771171598,0.25396852960899885,0.21323529411764705,0.64190334695227,0.3412033121704179,1.0474984133068252,0.24958847154972746,0.28125,0.38179103572323997,0.0001988651744737914
26,0.009492631875357385,0.008063339391502283,0.0013938263774912615,0.0035459004792432157,0.007959370607395768,0.024580100112978148,0.02070508461774272,0.0026047162400038145,0.0028862939318915937,0.030654428855461234,,,,,,,,,0.0001987688340595138
27,0.009526829057673023,0.008122374816655608,0.0012792497271498255,0.003370327131143945,0.008115715370908126,0.02419452166513485,0.020351439057027593,0.0013172625536646914,0.005077421302249765,0.030718877774608487,,,,,,,,,0.00019866859442078683
28,0.010281974402398376,0.00886813955286802,0.0013284550218101022,0.004097208753622816,0.007384229473615759,0.024350253810339114,0.02047488874043612,0.002026241717805319,0.003920652831712847,0.030780518810976955,,,,,,,,,0.00019856445951489985
29,0.009468639569388608,0.008033684715312921,0.0013397252167401425,0.00304908905241449,0.008621008818085163,0.024024743805913365,0.020213389221359703,0.0013938121727037737,0.004390463356257361,0.030935456346282187,,,,,,,,,0.0001984564334529206
30,0.00903597476860603,0.007535670461701387,0.001532917311494002,0.003801022798328076,0.008136185403554147,0.024598719716510353,0.020803724141681895,0.0021397773260319166,0.003104000133188332,0.03056639972526361,0.27363560929320996,0.22058823529411764,0.6464366693707073,0.3397631080382887,1.5615596499513178,0.24347521739957087,0.375,0.4778424941922871,0.00019834452049953302
31,0.009578123649234995,0.008199661192720977,0.0012783649963547744,0.004519060350780897,0.006708833953302543,0.02575848750112688,0.021643037852995536,0.0028170887543477446,0.004306805874768864,0.031213514643776065,,,,,,,,,0.00019822872507286893
32,0.009244897521211434,0.00794633409655574,0.00154628605735725,0.003555583384803544,0.006337478953725421,0.024502788779928404,0.020605408970047447,0.001987200649797588,0.003920254153747331,0.031079148380633664,,,,,,,,,0.00019810905174433345
33,0.008640305115446702,0.007208114517536961,0.0015062934786112885,0.0035085351151114296,0.007800784247130219,0.025148637647576192,0.02136349242509288,0.002259100561358911,0.002907713484840796,0.0304255385280532,,,,,,,,,0.00019798550523842474
34,0.008806363229592473,0.007584766042813406,0.0014937560999434504,0.003104370446496848,0.006124089624914262,0.024500012836035562,0.020451248842565453,0.0030338855559581563,0.003563112147864612,0.030856754849938786,,,,,,,,,0.00019785809043254728
35,0.00961278120087365,0.008107908350273462,0.0015784635611067889,0.004314120493876606,0.007577681787690874,0.02437013278112692,0.020329252597601974,0.0029138800883254804,0.0038920363945448224,0.030688999412471756,0.32020833208371885,0.3382352941176471,0.6422346286913928,0.34000240512849655,1.1867292365607094,0.2407837265294374,0.375,0.42887976749057155,0.00019772681235681944
36,0.009533190057944443,0.008118879803756283,0.0015444723125626096,0.0036936837576045578,0.007360474693873045,0.024937704315080363,0.021036060554358887,0.0021645572226535637,0.00362942017176572,0.03105789899606915,,,,,,,,,0.00019759167619387482
37,0.008856654936700301,0.007467505111658977,0.0012307822984501215,0.003913368925183885,0.007516564808241329,0.024098807343227023,0.02036943385267959,0.0013632546431515092,0.0034646665033719994,0.031102556160048526,,,,,,,,,0.0001974526872786578
38,0.008821136452320773,0.007342315791964026,0.0013967785062820855,0.0036417823324327247,0.008352866986277118,0.024370521800044703,0.02049906223135836,0.0017731614284189966,0.003860491286853657,0.03130777848555761,,,,,,,,,0.00019730985109821272
39,0.008763960179857026,0.007462173798989694,0.0013066954512180667,0.0032774849786912485,0.007126988269885907,0.024432141388602117,0.020701961756190834,0.001537110427093199,0.003766419783727649,0.03046115572728655,,,,,,,,,0.00019716317329146745
40,0.008552278174971372,0.007188841980739923,0.0011603738964630008,0.0034419787017691693,0.007871635693768671,0.024500062853536186,0.020617572837235296,0.0021183031820007324,0.003720431759789148,0.03086786002249402,0.32400670207253623,0.33088235294117646,0.6451421388808418,0.3388164932565654,1.133238207329722,0.2386477130383034,0.3125,0.3970718975149219,0.00019701265964901062
41,0.008858687457454911,0.007527252106722128,0.0014905662638908725,0.003925329082156137,0.006407891939319197,0.02418012182940455,0.020310375894255498,0.0019010105204549344,0.004069609471651561,0.030825829489485305,,,,,,,,,0.00019685831611286313
42,0.00990180405235644,0.008404274826269533,0.0013244503021824284,0.0047161752097624335,0.0076102166470156,0.024330281707293847,0.020507455584319198,0.0021357358423034277,0.0032501184135018024,0.03070666958742282,,,,,,,,,0.00019670014877624353
43,0.009251219228352025,0.0077549344504851915,0.0011826758766231144,0.004972678141557943,0.00762481737282064,0.024323790169814053,0.02046948348117225,0.0021388323075370863,0.0035129927632891957,0.03075240845518077,,,,,,,,,0.0001965381638833274
44,0.00818604988961528,0.006992481163529269,0.0011801465722274477,0.0037170662327622207,0.005858327511212615,0.02437141608885106,0.02055349321488072,0.0014746833031120546,0.004241829101160607,0.030988031039562297,,,,,,,,,0.000196372367829001
45,0.008676124981336169,0.007329016904173009,0.0014353785042303725,0.0037276429495127017,0.006872679445284845,0.023989719229147714,0.020349306547466445,0.0013159183384713663,0.0032745753517648313,0.030497714603210196,0.2963436841768864,0.3161764705882353,0.6381741652593893,0.33968857089605403,1.3126507681958817,0.24176683816510966,0.3125,0.4303601704548009,0.00019620276715860861
46,0.008030002909096874,0.006615922671853233,0.0013823823754723042,0.003456854168720291,0.007919182652662808,0.024262418039143085,0.020376314354293486,0.002142727717428523,0.003315386191174826,0.0312601916546769,,,,,,,,,0.00019602936856769434
47,0.00837569567374885,0.007041555292651815,0.0013348480353084535,0.00347986750865071,0.007191840127372909,0.024199886631001446,0.020428816513980135,0.0013042641187305836,0.0035790428108371354,0.03152312798535123,,,,,,,,,0.00019585217890173763
48,0.008305187096377299,0.006972503864159018,0.0013001398065016936,0.003973120115144904,0.006753432004065332,0.024331446846618372,0.02040891393142588,0.002664575901101617,0.003389526726951932,0.030506649903733942,,,,,,,,,0.0001956712051558831
49,0.00885949103098552,0.007479394304613441,0.0012918807155752586,0.0034734587662584955,0.007743747047566951,0.024232350837658432,0.020245675216702855,0.0024353524016024653,0.0042572903980994045,0.030738753677510163,,,,,,,,,0.00019548645447466434
50,0.00822344966532694,0.006705335811001517,0.0013406292527472063,0.003882221098184207,0.008617658781724335,0.024403309559120852,0.02047370215330054,0.002041481065509074,0.004179230593281853,0.0310338792281554,0.32771249964158405,0.34558823529411764,0.6468686514041003,0.3389690387446214,1.1823713284204989,0.23893955711494475,0.4375,0.4665762081624223,0.00019529793415172192
51,0.007710573456834181,0.006321286111754381,0.0014313822918003267,0.003482534524479534,0.00754757438859334,0.02425308125641416,0.020304366206640705,0.0024234999642323922,0.003863407141419456,0.03077674194184296,,,,,,,,,0.0001951056516295154
52,0.009131834345033108,0.007583621482885742,0.001339453011080307,0.0046992115281774835,0.00810401011317558,0.024174211875480765,0.020350404878092164,0.0010947577264981672,0.005148427684188765,0.03090012213215232,,,,,,,,,0.0001949096144990295
53,0.009538157290573848,0.00807540394736738,0.0016352964833505072,0.004321669228374958,0.0070352705118593645,0.02392875200466198,0.019932961146182874,0.0023657998724101004,0.004131475319702397,0.03109483204453307,,,,,,,,,0.00019470983049947442
54,0.008452570772240474,0.0069409892815402,0.001437043547196219,0.00405807871474111,0.008183649170875423,0.024736510918420905,0.020675989525283083,0.0026070042975548215,0.004287027517634937,0.031104184878880486,,,,,,,,,0.00019450630751798048
55,0.009208987056577609,0.007766708913180283,0.0014485162751891223,0.004110872579770068,0.007414875658607836,0.02450216019197422,0.0205173654591336,0.0030843392973217893,0.0031144865172202975,0.030564784811919227,0.32721966588190166,0.34558823529411764,0.648509655805195,0.3378299393088502,0.9658831244005877,0.23859395917422851,0.34375,0.4177058490750094,0.00019429905358928646
56,0.007758025186515208,0.006443861068889372,0.0012236943959763622,0.0033807171532347544,0.007313535013532077,0.024205744047375286,0.020416028797626495,0.0012407315542291412,0.004358413081397028,0.03105727884480182,,,,,,,,,0.00019408807689542257
57,0.008055279690425023,0.006727910138887621,0.0011558382499615772,0.0037036044937479545,0.007258414987364184,0.023972436785697937,0.02026410126949058,0.0014803362137172371,0.0033939562409239657,0.030728729003492522,,,,,,,,,0.00019387338576538744
58,0.008557535163363663,0.007258391201148851,0.0014189921942997282,0.003306117514542983,0.00684733787981667,0.024103182587115204,0.020322164109743693,0.0014070948151022416,0.003960022271391661,0.031035972101723448,,,,,,,,,0.00019365498867481926
59,0.008225242287646664,0.00693114943036778,0.001384830441704746,0.0035416783993842743,0.006629588797203091,0.02404516886043198,0.020155184272238436,0.001636074171127642,0.004742506391587941,0.03088519278475467,,,,,,,,,0.00019343289424566122
60,0.008018149307660632,0.006647433432497842,0.0011695775645390405,0.0034933446776279705,0.007874658690386657,0.024251177742639008,0.02030017939122284,0.0025052985258619577,0.0036561572444899115,0.030843228375648752,0.2765549262151833,0.2867647058823529,0.6466864395667525,0.3382149093839176,1.0581911552478285,0.2389701623880469,0.5625,0.5225750569087024,0.00019320711124582108
61,0.007386464025762121,0.006025115675213984,0.0014338696916129882,0.0034216009297455517,0.007324143682342118,0.024227319778326678,0.02047704075298765,0.0013710654225981083,0.004026760655345724,0.03073389269411564,,,,,,,,,0.00019297764858882514
62,0.008529672268935936,0.0071558925990109976,0.0013378984393488805,0.0039144731462159655,0.007147526188942967,0.023620389621047413,0.019657726892653632,0.0027574791627771713,0.0032608535325647716,0.030850815970231506,,,,,,,,,0.00019274451533346612
63,0.008600010899669034,0.0072450957426769755,0.00137227726902939,0.0034935275167700345,0.007311069195442912,0.023818543947794858,0.02001574747812222,0.0016289090922595385,0.004013007801190457,0.030757139245157734,,,,,,,,,0.00019250772068344577
64,0.008505398565429752,0.007103900855280838,0.0013739367585897573,0.0039532742072370345,0.007313829133882961,0.02390032491701491,0.020122627892038402,0.0016099215632386726,0.004159896278425175,0.030397229718373102,,,,,,,,,0.00019226727398701147
65,0.007581537960381326,0.0062214161064160075,0.0014532178539735407,0.003541943352764188,0.0071528398385468745,0.023779922219760278,0.019932154319523013,0.0015833678651902387,0.004139077524408041,0.031171861762071356,0.336501908801005,0.34558823529411764,0.6424844032701325,0.341186483609764,1.0635096470222754,0.24199926706633584,0.5,0.500200024496827,0.00019202318473658702
66,0.008377416947288281,0.006991166518843275,0.0013771726102647134,0.00397788540665376,0.007130273142770343,0.023923107642023003,0.0201699933694566,0.0017495787863427883,0.0034591214926502504,0.030572865925291005,,,,,,,,,0.0001917754625683981
67,0.00789924763079922,0.006389503162038528,0.0013814378713289182,0.004362517995444142,0.007972051289378492,0.02431176811018411,0.02031507986762068,0.0018136020362897612,0.005006065099116634,0.03133361167548334,,,,,,,,,0.00019152411726209174
68,0.00914027912234414,0.007635579284643597,0.0014473703380090074,0.004716855166006392,0.007435403664110986,0.024595983107300365,0.020713851074962056,0.0011567539828213152,0.0048566488720312275,0.031651168952093404,,,,,,,,,0.00019126915874035028
69,0.008806813299119219,0.007400635866669275,0.0013905665235420279,0.003897678103076957,0.0073829630983725065,0.02409713753663442,0.020244445432634914,0.0023510379251092672,0.0034091501489884276,0.03041569414712927,,,,,,,,,0.00019101059706849957
70,0.007815185508106724,0.006373316921704149,0.0013436400153974102,0.0036365239845462523,0.008094882795792388,0.02397724487544859,0.019986271529513246,0.002356278242693995,0.004482845994917785,0.03071432763381916,0.3683666500308039,0.375,0.6369166952722213,0.34147864848594456,1.0059510156073992,0.24926552962621346,0.5625,0.5515635123202256,0.0001907484424541117
71,0.007276770445691832,0.006058238742683651,0.0013291134964674711,0.003770641272224612,0.005756448759002832,0.024576696950723145,0.020577194607433152,0.001849852635881261,0.005042956203824896,0.03125236306668205,,,,,,,,,0.00019048270524660196
72,0.00745363142420301,0.006022228867257551,0.0016751097371186113,0.003553662693790965,0.00741014313653222,0.02385019642465255,0.019976912559393573,0.002146632602328763,0.0037286492331665665,0.030710927238140034,,,,,,,,,0.00019021339593682028
73,0.007259065841750826,0.005918611346159951,0.0013019268231276992,0.0033740977444922772,0.007426593079275089,0.024332555942237377,0.020240168525453878,0.0022953650862772893,0.005501462215119425,0.030831681098788977,,,,,,,,,0.0001899405251566371
74,0.008422259501797162,0.007098141635405057,0.001340670540723634,0.0035431270104817163,0.0070167111042468665,0.024820406482938456,0.02082353479721967,0.0020766849621021025,0.004327091268565068,0.03148825855596977,,,,,,,,,0.0001896641036785236
75,0.00790098718351732,0.0065705763586496905,0.001257726787471102,0.004234809641552679,0.006553844629413985,0.024207651286440736,0.020421373329180127,0.0015503667082692333,0.003819353577187833,0.03094269291442983,0.3879197816666086,0.375,0.646624315310927,0.3377671178759021,0.9199383587521666,0.23605988270548336,0.53125,0.5440450246693117,0.00018938414241512636
76,0.007160482324375692,0.0058572529933525845,0.0014335177828936633,0.0034956388960797656,0.006669619495060958,0.02408989518880844,0.02019437249092495,0.0019578824199818295,0.004354191601605099,0.030685270424274838,,,,,,,,,0.00018910065241883677
77,0.0075078328155865105,0.006229731489083398,0.0012103097584351139,0.0036423152146892526,0.0067180787998456825,0.023892128182684675,0.020206184236004072,0.0013585399548687478,0.003478629740557688,0.030663732466671395,,,,,,,,,0.00018881364488135445
78,0.008040429266580081,0.006617105648837099,0.0011595574925827273,0.004565093129620714,0.007349028145515565,0.024157938547432423,0.02029923116788268,0.0017617184776634745,0.004430419741444947,0.030633210998905057,,,,,,,,,0.00018852313113324552
79,0.008025113722088478,0.006585143585452589,0.0013453139621622356,0.004383792165445827,0.007325280941154619,0.02406978525002213,0.020331267952261603,0.0016746822597376782,0.003169299818931476,0.03086650776950752,,,,,,,,,0.00018822912264349534
80,0.008373250174572912,0.006825070267827329,0.0012923474847812647,0.005938131012953818,0.006958973957067829,0.02402930646477377,0.020225937450852466,0.001239266782410114,0.004752445945461445,0.030802702476434848,0.25290231866589385,0.2867647058823529,0.6440208843525719,0.3386357228874284,1.1380794350715244,0.23879935217144735,0.375,0.40548335030364063,0.00018793163101905563
81,0.0073883911531607985,0.005958311405758989,0.0012708865066642983,0.0038520317579919506,0.00790699261587934,0.023928676567533436,0.02004362689331174,0.002306432220982114,0.0036746964598184124,0.030562933643951136,,,,,,,,,0.00018763066800438636
82,0.008416872578120585,0.007056920284058078,0.0012976478309749421,0.004180661947229656,0.006823564314784609,0.024137334843330523,0.020161529783816898,0.0028673603459644843,0.003339719451854334,0.030683610999189755,,,,,,,,,0.000187326245480992
83,0.007466074000349489,0.006215627490684895,0.0013571078701623543,0.003856463529469477,0.005933786231838956,0.02404533266363775,0.020263492540620705,0.0015892116900752572,0.0036068837610347304,0.031033091274473595,,,,,,,,,0.00018701837546695256
84,0.008568724325337148,0.007172178058742972,0.0013339053957833577,0.004276327810534355,0.007021324943861593,0.023940770065083224,0.020181155708782813,0.001536149124149233,0.0035251582534435917,0.030998685999828225,,,,,,,,,0.00018670707011644898
85,0.007480538387040971,0.006146362998475463,0.00125119803272093,0.0036436218938048362,0.0071957368439189715,0.024553903926383045,0.020693578729953838,0.00232050456928418,0.0028294685146059186,0.031132775879300693,0.2949077172509887,0.3235294117647059,0.6426734858575989,0.3396465995842043,1.2894166681696386,0.24019102828905864,0.4375,0.38570052039083375,0.0001863923417192835
86,0.007585602678295414,0.006059451798229652,0.0013769055160267627,0.0038810498909866912,0.008626647861832279,0.024078550529392326,0.020265772664809927,0.0018726615457768168,0.0037896420142394215,0.0305928156218108,,,,,,,,,0.00018607420270039436
87,0.008295114420480648,0.00657973735853714,0.0013919005701239458,0.0059723857774446575,0.008397583566089082,0.02352545952753109,0.019810377510593218,0.001420117822229205,0.003968393460929613,0.03034218877334805,,,,,,,,,0.00018575266561936523
88,0.007224095290747739,0.005924961541510992,0.0012012175057414857,0.0036652295424018876,0.006923672863503255,0.023737631957320607,0.020022703033378896,0.001508767346796744,0.0037946581022183902,0.030337097808061278,,,,,,,,,0.0001854277431699295
89,0.00867380627620397,0.007037205353252969,0.0012780898595939122,0.005860196485705042,0.007949632086881863,0.023952967213357195,0.020112718236358726,0.00178866321734591,0.0037987987606731407,0.03102636756375432,,,,,,,,,0.0001850994481794692
90,0.007552399033664773,0.006153835834130266,0.0014411547532999667,0.00389818120668879,0.007205141607624621,0.02356110480340088,0.019726823604501346,0.0016199816848658135,0.004429722136324819,0.030673119896913275,0.30194240454539767,0.3235294117647059,0.6319145349895253,0.3435984465896207,1.361545098835931,0.2587662391118048,0.46875,0.4437860725354135,0.0001847677936085083
91,0.007102895902974879,0.005790561559941556,0.0013065760998623604,0.003930014901463006,0.006580176319279787,0.023879293790634942,0.02010437468176379,0.0017133088309920447,0.004065919058013926,0.030256659175981495,,,,,,,,,0.00018443279255020146
92,0.007397018369066261,0.0058453014846575465,0.0011558640448344965,0.00509235758918448,0.00811308287271551,0.0237122346263598,0.019946195760413128,0.0016896788832074141,0.0037327140966868576,0.030548315002199483,,,,,,,,,0.00018409445822981687
93,0.0076759160748856555,0.006406499660905387,0.0012425102285598798,0.004191023212762834,0.006018120402340003,0.024252571822965845,0.02029898403869832,0.0020052144493948776,0.004753244314890574,0.03077220922226415,,,,,,,,,0.00018375280400421414
94,0.007315854048672117,0.005871074132116164,0.0011846264183000361,0.00456144224844431,0.007517104230720503,0.024049065788002574,0.02013594881795785,0.002355067614082466,0.003794060492723742,0.03062697483555359,,,,,,,,,0.00018340784336131708
95,0.00849215856800645,0.006950360389378995,0.0011746820883225587,0.005747888760120308,0.007320728321693901,0.023853425813071868,0.020132354460656643,0.0014651347437928267,0.0040121361038044975,0.03026830341995639,0.22586833848434637,0.25,0.6342620358747595,0.34141160706605983,1.2675057851216371,0.25311353732831776,0.4375,0.4278235573421779,0.00018305958991958124
96,0.007424494993509882,0.005932575610655723,0.0011867888496746703,0.004669841215156524,0.007875775440864392,0.023498643847072825,0.019690936239545837,0.002384173002450124,0.0028643159414915476,0.03044441230047275,,,,,,,,,0.00018270805742745614
97,0.00686097251630183,0.005529292430965451,0.0013700380548440172,0.004254961907232212,0.006321763427399288,0.024501500432105625,0.020504021441892666,0.0028081250887172404,0.003579724532113794,0.03077881739420049,,,,,,,,,0.0001823532597628427
98,0.007193264792183951,0.005752782779351129,0.001184155423612476,0.004557861469023056,0.0074786476280848035,0.0237942621769274,0.019997729919850826,0.0014139945611960309,0.0041940111242344275,0.03094332336502917,,,,,,,,,0.0001819952109325452
99,0.006933692416523473,0.005608130613405068,0.001308481017585402,0.003982691179124354,0.006655964443965231,0.023802227724124405,0.019979397108887926,0.002202933233895558,0.0034705586936872672,0.030351884115268204,,,,,,,,,0.00018163392507171837
100,0.0070646789311668125,0.005509805068436821,0.001519134010669728,0.004189066292907474,0.0083214035997625,0.02371473199523547,0.019843367257100696,0.0019323289521065924,0.004039318321327514,0.030809674083310014,0.3176074955841722,0.34558823529411764,0.6299652299460243,0.3455944336841212,1.335927710375365,0.24898045053979492,0.65625,0.6020923075549619,0.00018126941644330935
101,0.007081950047858439,0.005538380799530927,0.0013256542132062427,0.004857354493559164,0.007927029949052544,0.023969869622412848,0.02007604146595387,0.0017154319177600829,0.004431009258362739,0.031076406594365835,,,,,,,,,0.0001809016994374947
102,0.006838024574158303,0.005413476839440607,0.001224441390673993,0.004322634824409576,0.007473959562850138,0.023952882353435543,0.020021222833105746,0.0022385326960562345,0.003908018006340545,0.03093151583829347,,,,,,,,,0.00018053078857111214
103,0.007045598211303606,0.005674027747048413,0.001355472226011551,0.004389436765558133,0.006615322551362501,0.023840476703994414,0.019994775025064453,0.002019955885343199,0.0034139367258724045,0.031003168784081936,,,,,,,,,0.00018015669848708761
104,0.006966188731524399,0.005683241500834919,0.001136067157642821,0.004243876674544003,0.006313460850417298,0.024134192122694326,0.02024427300099941,0.0018286931890008204,0.0040932821027715414,0.03114852076396346,,,,,,,,,0.00017977944395385705
105,0.0068313040360176965,0.005319164268735607,0.001207819164107096,0.004527633930793253,0.008178125449329993,0.024241577450405147,0.02020606434191851,0.0022637910040109142,0.004631007672287524,0.031196539071114623,0.2265218477421882,0.27205882352941174,0.6343273143557941,0.33774688954958143,1.1008911851574392,0.24756186723928242,0.34375,0.39834636952622443,0.00017939903986478347
106,0.0068846405641633576,0.005496221205803676,0.0012916422604930477,0.004457402634986882,0.006843506633323791,0.024039419422693113,0.02024392279631951,0.0023166073934750304,0.0025883294600883826,0.030733424019725883,,,,,,,,,0.00017901550123756898
107,0.006242746787177304,0.0049030603998798435,0.0013338793769589294,0.004241160886614757,0.006487944245267407,0.023864887764348704,0.020049118108170873,0.0016460746273343615,0.004184460301664384,0.030681089059833216,,,,,,,,,0.00017862884321366183
108,0.0068120083108670635,0.005408471071366537,0.00130621725160597,0.0042644805882631216,0.0071584568931168675,0.024089669096557534,0.020170291283113116,0.0019717246194726184,0.004687685615328305,0.030562642249552643,,,,,,,,,0.00017823908105765875
109,0.006729398850130581,0.005310103885229614,0.0011559251411739043,0.0046634585004678725,0.0072176407991071875,0.024160100201911786,0.020245211883721984,0.0018798863645369077,0.004477275511496426,0.03091183313004234,,,,,,,,,0.00017784623015670232
