epoch,train_loss,train_denoising_loss,train_local_transition_loss,train_global_preservation_loss,train_distance_matrix_loss,train_bond_validity_loss,train_smoothness_loss,train_geometry_penalty,validation_loss,validation_denoising_loss,validation_local_transition_loss,validation_global_preservation_loss,validation_distance_matrix_loss,validation_bond_validity_loss,validation_smoothness_loss,validation_geometry_penalty,validation_rmsd_source_generated,validation_rmsd_generated_target,validation_dfg_progress,validation_alphac_progress,validation_activation_loop_progress,validation_plausibility,learning_rate
16,0.010629429466003535,0.005158912442210648,0.005970204069923896,0.0013109133168398284,0.008764011777427971,0.0016259745252915681,0.00795371459526384,0.0007637160301200288,0.025174258611514233,0.010489249080516553,0.025856431617285125,0.0012093344621462165,0.013455913263896946,0.0010089495038603975,0.0053752692717049895,0.00024410900986282513,,,,,,,0.00019955619646030805
17,0.010019312791812878,0.004789897630739416,0.005496754416495434,0.001461707391630874,0.008026589221583728,0.0016458679988590253,0.00805244335713677,0.0009333728258076381,0.025969512537509825,0.010711848483576128,0.02710682379741532,0.0010057995399013937,0.014148172985490723,0.0009158582615782507,0.005054223838669714,0.00032078857977542913,,,,,,,0.00019949510169813006
18,0.01136908752238776,0.0054630666362264985,0.006557661518613752,0.0013633294843941226,0.010306920026405117,0.0015787284897887108,0.007780425976882251,0.00041237746306725393,0.024136776288893696,0.00989244917339723,0.02479034610829937,0.0009490054962952854,0.013924169975022474,0.0010237578086768433,0.005548347384319641,0.00044483747575441157,,,,,,,0.00019943007903969992
19,0.009994297001797419,0.004682263055951613,0.00545310731837924,0.0016701482589611323,0.008792292987370593,0.0015891842717209305,0.008201812204912815,0.0004284360537016426,0.024083215971283305,0.009946259294035068,0.02452379174064845,0.0014001522195030702,0.013276755707920529,0.0010002053289402586,0.005763095643487759,0.00019068596052799572,,,,,,,0.00019936113105200088
20,0.010420908064891895,0.004906244610802421,0.005845742019562003,0.0016315513478022898,0.009131838792425573,0.0016149829448256483,0.007854222200619869,0.000490026562232758,0.024029006017372012,0.00995510690214966,0.02487709030780631,0.0006866008635976565,0.013531347261353707,0.0008788743392263617,0.005115985820642284,0.00038981704210527823,2.228777347753445,4.381346232257783,-0.028411291309263714,-0.011445610486892596,0.011362719674555896,0.4261369773109133,0.0001992882604569814
21,0.009751085030774657,0.004498677442654267,0.005351898738015921,0.0017566961633304183,0.008117011803974453,0.0016374623350218001,0.008105836283320036,0.0008235541418122385,0.019041746922691043,0.007840676356863696,0.018440473523999874,0.0012857313101145944,0.011249784676086469,0.0009434827679797309,0.007119300263487578,0.00047619941854766995,,,,,,,0.00019921147013144782
22,0.010117326592469318,0.0047299607953406935,0.005585229405377092,0.001673409394406451,0.008976727095233578,0.0016072691551560902,0.008147663560210384,0.0003480920320912563,0.02233483225184803,0.009002254465788914,0.02303545897787747,0.001257605661218501,0.012127381152822636,0.0010273703337588813,0.0066224554999886704,0.000233077336417864,,,,,,,0.00019913076310695068
23,0.009129640033357164,0.004118488409007207,0.004798046955998,0.0020258439663483198,0.00789284818352033,0.0016080286367756561,0.008498714277600376,0.00039231476383174286,0.025530850475964446,0.010311352229715945,0.026995733942991745,0.00111354148399793,0.013139989037881605,0.0009551051346837388,0.006697577996722733,0.00026353151595988794,,,,,,,0.00019904614256966512
24,0.010061880219409354,0.004612798709024349,0.005694245260893407,0.0017689138045932492,0.008530418450235683,0.0016144991928958294,0.007865839671646046,0.0008284488967624812,0.025789830639647942,0.010435923926706892,0.027454617782495916,0.0007898965579139864,0.01411378833775719,0.000905048723022143,0.0051658136532447925,0.0003401163908970754,,,,,,,0.0001989576118602651
25,0.009413332757977849,0.004265687589605267,0.005078496570643197,0.001997582111447954,0.008354337724785391,0.0014928157842304143,0.00811268869214333,0.00041545518063833145,0.023649501041897263,0.009551019337474523,0.024880539645285655,0.0011811931435659062,0.012378794398197593,0.0009058226830044683,0.005835793577716686,0.00028689252794341275,2.411703383550048,4.571759678112964,-0.02875486859314454,-0.009077884680057954,0.006648159687756561,0.41115791906809646,0.0001988651744737914
26,0.00876917197313319,0.0038462453939689277,0.004838317003833433,0.002166424513521851,0.006643999700283266,0.0015205947327045484,0.007939779275280034,0.0010657023832621227,0.021899317022568237,0.00888693918386707,0.02267577876530898,0.0012317397655958,0.011664581635462431,0.0008262607752840267,0.006094262343443309,0.0002418341049785037,,,,,,,0.0001987688340595138
27,0.0092235605021477,0.004059921911794246,0.005023202116593209,0.002176484175157757,0.00824152829292684,0.001497641469960889,0.008386896499313222,0.0002902875415194515,0.020006529511495803,0.007997772855257304,0.02025303751967537,0.0015960531257708983,0.010885232113651,0.0008778440733294701,0.007033597881672904,0.0003002165094017073,,,,,,,0.00019866859442078683
28,0.007702788881336649,0.00326678384310351,0.0038900570068349186,0.002522927464650641,0.005681834508004224,0.0014681778017343937,0.008356475844406165,0.0007611487689378281,0.0214367319373802,0.00857534198924744,0.022230845808129136,0.0012376703850047004,0.011880442218777413,0.0008815646057579821,0.00607761372521054,0.00027746678733819863,,,,,,,0.00019856445951489985
29,0.010301867742728218,0.004656000064813301,0.005114975582378415,0.002274853987798381,0.01081681137598064,0.0014773126458749175,0.008257155418077596,0.000554106273000829,0.01871524171050017,0.007369372055109125,0.019113907173353557,0.0014918646083970089,0.009953757995390333,0.0007851081033246979,0.007790268862057322,0.00015830235948518143,,,,,,,0.0001984564334529206
30,0.010406527994598588,0.004699697200622823,0.006200816267384932,0.0019175200882312069,0.008726844317319557,0.0016485904084725513,0.008020791947507324,0.0004053295154016789,0.01802267395153952,0.007055838606902398,0.017961426885449328,0.00184584178411266,0.009777377189796729,0.000848597937268399,0.008251531728698561,0.00022661594507174718,3.571061885294815,4.553274133553107,-0.058808440691791475,-0.018850275971393177,-0.0374008632497862,0.37119132576562053,0.00019834452049953302
31,0.00823975966956753,0.0035766978135221023,0.004355725505922595,0.002333534663566985,0.006319343884531249,0.0014805360244483584,0.008035793016927365,0.0007736852940769705,0.021582033834420145,0.008412269732313385,0.02226816792002258,0.0014935678439845408,0.012637998297577724,0.0007943636113244187,0.007145478542952333,0.0004987173525326701,,,,,,,0.00019822872507286893
32,0.0076665160799414935,0.003212262310175241,0.0039273111883980725,0.002527511497048072,0.005812363720968621,0.0014420934240373536,0.00833559601018444,0.0006772619985545484,0.01898739080449256,0.0072204565318922205,0.01941791038067701,0.001973908388511821,0.010440900839360742,0.001055243121906339,0.00780394347384572,0.00023468559340737252,,,,,,,0.00019810905174433345
33,0.00781939185073233,0.0032472060077911257,0.004131542354559478,0.002620636195473723,0.005914275775241674,0.001419916664922817,0.008183856757405477,0.0006731176164634173,0.017868636505833518,0.0069644367225312935,0.017882281293471653,0.001892528261426681,0.009874750447731154,0.0009014997497918861,0.007388302399097786,0.0002455885585845863,,,,,,,0.00019798550523842474
34,0.00715648097336356,0.0029242549133367646,0.0035324986938498597,0.0026841779626531797,0.004944699008463539,0.0013742838074795457,0.008063600784661168,0.0011713233987424418,0.01790247595636174,0.006997224874794483,0.01820526131875037,0.0016258866074470764,0.00971274460607674,0.0008215318606138075,0.007204567230170748,0.0001835630820702742,,,,,,,0.00019785809043254728
35,0.007518163697125438,0.0030602197775728684,0.003796889285485332,0.002733138721718843,0.005860352534482367,0.0014205821048524072,0.00845311921185408,0.0005998884784291562,0.016999354881894153,0.006564273688127287,0.016973361004299175,0.002100157968319157,0.009139961150746482,0.0007910939142069159,0.007699283955541129,0.00014577249106650925,3.723113104701042,4.2149036368355155,-0.05130512669954138,-0.004643125851847192,-0.009640121958606565,0.36337068256559885,0.00019772681235681944
36,0.007640735093010669,0.0030958725987241054,0.004102326307692525,0.0027378592958562393,0.005201584426686168,0.0014567309303973347,0.0084642383397326,0.0008582335386820025,0.01891788703505881,0.0072520779916279325,0.019627713176305406,0.0018022565409410163,0.010005788955216607,0.0007893306186209278,0.007509379999343461,0.00022117643546456142,,,,,,,0.00019759167619387482
37,0.0065135840091726975,0.0025355664492807644,0.0029919912678420418,0.0029586643785532787,0.004317505675184931,0.001394366740515758,0.008433781281654906,0.0009521363846056957,0.019143083462646853,0.007397256631520577,0.01995081903684574,0.0017146100990430568,0.009813257037118698,0.00080569472387045,0.007389717213906503,0.0001951389852668702,,,,,,,0.0001974526872786578
38,0.008947024762662303,0.003723311833997504,0.00489667852799225,0.0024423912696393095,0.007338776914840643,0.0014786692107351036,0.008318509482659208,0.0015030617970708583,0.015733351863066975,0.006412416405510157,0.015126585489876257,0.0012464446740523272,0.009068666404346004,0.0006922508261292629,0.007507101300385936,0.00027146822367285495,,,,,,,0.00019730985109821272
39,0.008403287812446555,0.0036178993242275384,0.004468178277055168,0.0023612321029082895,0.006889484034707913,0.0014924687402060207,0.008374399288645031,0.00042980210404742596,0.015113200516983246,0.005561466537377176,0.0148510980749658,0.002407530168966332,0.008025863755998822,0.0007855517851567129,0.009314858228511488,0.0002686810368004444,,,,,,,0.00019716317329146745
40,0.008611548544727584,0.0038005349631262068,0.004480508471536649,0.0021393294336720025,0.007448358065249701,0.0014073086278632474,0.007832623644071257,0.000851071004418318,0.015065145834038654,0.0057833253692175885,0.014383354064193554,0.0021717106992582558,0.0087376296602694,0.0008894819808726121,0.007846906967946174,0.0002766985341698576,3.654424838411311,3.9710529229293265,-0.07091834464517888,0.001132434493532249,0.011979990876473797,0.3650661661910514,0.00019701265964901062
41,0.0075738710235868,0.0031012162112463745,0.0038959613790273922,0.002700755431348633,0.00605895737798996,0.0013316677292235768,0.008228576756042674,0.0005052150723076143,0.019380820245714858,0.00756728567648679,0.019936140000936575,0.0015191897609838634,0.010970793960344357,0.0008833436671314606,0.0066433914374404894,0.00021837222880568183,,,,,,,0.00019685831611286313
42,0.006884835622647506,0.002767447840410452,0.0033340173699837336,0.0028101983848306485,0.005010865945130205,0.0012673759284731734,0.008141189357902631,0.0007841348288999671,0.016692604035294305,0.0063804308908099,0.016852137705427594,0.0018810387458264206,0.008941711610532366,0.000779670504925889,0.007996879311879942,0.00018305681858995135,,,,,,,0.00019670014877624353
43,0.0068752695607323935,0.0027734273875482445,0.0033520100365639622,0.0028230838047770355,0.004661759946686335,0.001311575405848905,0.00805830967047403,0.0009351248227253992,0.017542057976243086,0.006763109066620625,0.017800068967820454,0.0017200347823139357,0.009621094475733116,0.0008116462522593793,0.007591032643783062,0.0002675455343800574,,,,,,,0.0001965381638833274
44,0.007777509074578555,0.0032930824334502346,0.00398703314200776,0.0025489525804813537,0.006185525391473729,0.0012986860019115047,0.007892266055171052,0.0007108575845115846,0.016711469914298505,0.006411785131300955,0.016841345864425723,0.0017822155547643586,0.009245376975741237,0.0007552302716552125,0.0077173947235375335,0.00020780355830159655,,,,,,,0.000196372367829001
45,0.007335889115372402,0.003074930528075331,0.0034133669956085775,0.002613314912001738,0.006221048651326798,0.0013376319413789762,0.008167053389753032,0.0005793401472061289,0.016624615154190298,0.00640925074791691,0.016806010229629464,0.0018245180878390481,0.008775839652419867,0.0007994737795039933,0.007547986361411556,0.00016796518367338345,2.747999671536187,4.0401564228038,-0.03184470784617588,-0.003672704999189591,0.005595622255592995,0.3951655926777878,0.00019620276715860861
46,0.00694885880797783,0.00273741248390104,0.0035320536962821763,0.0029348221271195346,0.004606628637267356,0.0012948877341312985,0.008112893766190251,0.0009504810106424192,0.01935146611261492,0.007577449888534223,0.02014218276599422,0.0015006626632991054,0.010158141437083637,0.0007696302491240203,0.006926430141902529,0.00018715930572928605,,,,,,,0.00019602936856769434
47,0.006924659139118516,0.0027558996325207506,0.0034987076870205565,0.0028372731967232167,0.004749223687407426,0.0012719212154634935,0.007701898497155207,0.001068262556985316,0.017375133868578512,0.006780025130865397,0.01750463602365926,0.0016303218390021357,0.00979975012402671,0.0007683991480007535,0.007094785859711313,0.00025133906566073466,,,,,,,0.00019585217890173763
48,0.007453009830469377,0.003097045850247527,0.003763675461841636,0.00264988133074859,0.005862962096356428,0.0013198666175047301,0.007944315031139005,0.0005892182871476453,0.017570689737719174,0.006692365206011648,0.017881238377109792,0.0020382258862809977,0.009431471124116797,0.0007417259287952523,0.007944973285096543,0.00014423772093626516,,,,,,,0.0001956712051558831
49,0.00675729503775509,0.002753525785803317,0.003084686931031637,0.0027353492407247615,0.005228860872901148,0.001267786256165013,0.00822556679113171,0.0006608238827461291,0.019268709409516305,0.007617046569066588,0.02000572669688457,0.0013058109851347883,0.01037351447303081,0.000883499489039726,0.006280832834211954,0.00014766186407655368,,,,,,,0.00019548645447466434
50,0.006651927760810169,0.0026802003028420494,0.00309093455131301,0.0028170428102493733,0.004713198251656106,0.0012671701494668028,0.008044473918425476,0.0008781490058524476,0.015674883004976436,0.005816243115987163,0.015815234403513994,0.002296384738353178,0.007966872639372014,0.0008290989311111238,0.008326771244658934,0.0001725104242495945,4.080588597804308,4.078050419067343,-0.04468338542210404,-0.004071955456917446,-0.01720021719908497,0.35641003521676695,0.00019529793415172192
51,0.006901940225392708,0.002725864401381686,0.0034592684734469424,0.0029152256320230663,0.004938512502246114,0.001257145256212013,0.008005232924324835,0.0007480849732780922,0.014498712834514057,0.0056751025331323035,0.013947341542613382,0.0016711367998141213,0.007987820198953463,0.0008228804375297235,0.008348231943576442,0.00010238766958300023,,,,,,,0.0001951056516295154
52,0.00706081787068556,0.002870193558235645,0.0034558439675049903,0.0027866094063720708,0.005100074646055189,0.0012806570401184389,0.007717220482822412,0.001073275607548287,0.01690417897286049,0.006540136387532887,0.016847969173492554,0.001875757590066011,0.009587509055563714,0.0008323218899022322,0.007495991575221221,0.00010306093760921915,,,,,,,0.0001949096144990295
53,0.006770646504054849,0.0026904314823058616,0.003307503893867963,0.0029177866516929343,0.0045786924893036485,0.0012524309558157101,0.007903404106011884,0.0009795994252722927,0.014527530574317401,0.005352015478517084,0.014267459827048393,0.002303759985807119,0.007940255401384396,0.0008130382963524122,0.008547548340478292,0.00017720426485349586,,,,,,,0.00019470983049947442
54,0.006551686555951133,0.0025497551850226317,0.0030839320965724178,0.0030335028318521115,0.004465754741890372,0.0012726338162847087,0.008146724609944683,0.0008532208562316679,0.013457432010909542,0.005014440755379231,0.012868833509855904,0.002306990932690193,0.007093387968780007,0.0007138836972444551,0.009005438985089617,0.00021799234824489608,,,,,,,0.00019450630751798048
55,0.00741751242078777,0.0029843860110825198,0.0037520154932529754,0.0028741879062329093,0.006059127977181576,0.0012234946947672174,0.007885470275934309,0.0006537150845368657,0.020118304314867903,0.007798114815765682,0.02093639883484381,0.0016442909533604204,0.010999573302494051,0.0008297881850012345,0.006941940271644853,0.00022849394410210758,2.7988558618041375,4.338706164310376,-0.05063750256522326,0.0012495286773628322,-0.00860119713373327,0.39704758188842487,0.00019429905358928646
56,0.007197588473224105,0.002958561920135035,0.00369781852624196,0.0027147086259349785,0.005448648475237891,0.0011738677918075179,0.00762935231328329,0.0006545111126929714,0.013375917347730137,0.004954184810533964,0.012637273306609131,0.0024256109375831634,0.006954475553357042,0.0007612196410870334,0.009773698839126155,0.00019976783638261017,,,,,,,0.00019408807689542257
57,0.006755871620650093,0.002722329086958407,0.003196838466076451,0.002840326681561991,0.004817965327021785,0.0012072874282876777,0.007853579339292696,0.0010028564150270228,0.01699775839127445,0.006543980174077054,0.017220558254242253,0.0017344899685364605,0.009321819590695668,0.0008496835459178934,0.0071703592645159615,0.0002822796781269214,,,,,,,0.00019387338576538744
58,0.0065221571578429295,0.002590125785348539,0.0030503583063061037,0.0028520094720312418,0.004671467241281882,0.0012724911704516183,0.008107159595188295,0.0006665082271819045,0.01623459594460049,0.006149699681069857,0.01645264488373262,0.002071276585411397,0.008538886046153493,0.0008280695201392518,0.007472344654767464,0.00010392595545264764,,,,,,,0.00019365498867481926
59,0.006723296153956117,0.002672965511476669,0.003145535677496312,0.0029114790869733463,0.00489478894115354,0.0012075732791454045,0.00784891289181243,0.0010516653934230732,0.015707585543471698,0.0061280826582030086,0.015490923930580417,0.001714617198255534,0.008695305405126419,0.0007777478555605436,0.007502628757113901,0.0002276436759416356,,,,,,,0.00019343289424566122
60,0.007306436311580941,0.0029587962373127984,0.0035995386180698746,0.0027383462462224,0.006102232647558244,0.0013437403304279488,0.00819037986608843,0.0004468698685414916,0.014769222170192128,0.005586964636070964,0.014503935977700166,0.002177626201652553,0.007435188172773148,0.0007295164838675797,0.009063741796126124,0.00010611842575751022,3.3671247493475676,4.506872984891136,-0.09169881262338701,-0.004536965204655037,-0.01780962693010224,0.3775045146079113,0.00019320711124582108
61,0.006245200770994664,0.0023910114083948554,0.002815230165480867,0.0029882147712195213,0.004348585338323799,0.001210975822391641,0.007881007433876906,0.001106051101565272,0.015761631162604317,0.005972418281695961,0.01571336262471353,0.002056008481152579,0.008420381971518509,0.0007455157137883361,0.00829251456646792,0.00017223731466250078,,,,,,,0.00019297764858882514
62,0.006773687103110501,0.002689383129000218,0.003313165892345401,0.002900472433708258,0.004900412820080598,0.0012113089413525392,0.008030365069961956,0.0006898977850126271,0.0160393478727201,0.006185688781746042,0.015999732102500275,0.0017895294243620203,0.008318065702042077,0.000829232652298136,0.008557998359416766,0.00012483006222770618,,,,,,,0.00019274451533346612
63,0.006084198353047936,0.0022629709196929685,0.0028198720164931356,0.003176745314859491,0.0038242201285006907,0.0011504362227840938,0.007852993081682004,0.0011153443764257652,0.01315996269598448,0.005058405198118028,0.012485914393134104,0.0019926829345422448,0.0070773314946563914,0.0006519968956126831,0.008344393542453568,0.00017027114728307424,,,,,,,0.00019250772068344577
64,0.006695521062112644,0.0025668975904098367,0.003392597117150823,0.0031295444584515295,0.004423352791211353,0.0011659006458313132,0.008022535301776778,0.0008307038416462139,0.015282757953779461,0.005942077654860138,0.015109605985344388,0.0018373166085439152,0.008034083034241727,0.0007840883705891125,0.007544357553949037,0.00016455941875174554,,,,,,,0.00019226727398701147
65,0.006398493045956915,0.0025222648022712297,0.0029067001942322296,0.002935155976412452,0.004806414507249864,0.0011527544563102862,0.007914478323446253,0.0006866334468711109,0.013717822070854405,0.005020704411435872,0.013344295837062722,0.002472684425811167,0.0067359751895613345,0.0009758683645486599,0.009016231495479587,0.00015673845878438897,4.759613813832402,4.2890846049413085,-0.0815672394358747,-0.015995240913374193,-0.008927655624574982,0.34023239453219706,0.00019202318473658702
66,0.0059513641087513445,0.0021816362048754008,0.0027220808402396357,0.003246492396793368,0.0036498036356961243,0.0011503026334660398,0.00786043331027031,0.0010965204441101036,0.016681744862580672,0.006386965338606387,0.017101583439701546,0.0018382230585605914,0.00828978294157423,0.0007241140574478777,0.007918648225313518,0.00017212192591387065,,,,,,,0.0001917754625683981
67,0.006480427693702981,0.0025053751678803028,0.003105842156144671,0.0030506362623145054,0.004368089443932359,0.0012169564739824869,0.007962934881783066,0.0008439539574632923,0.013298383690804863,0.004810606857063249,0.012714551485260017,0.002565504273661645,0.0068882645476454245,0.0007518167585658375,0.009998792651458643,8.714070952938376e-05,,,,,,,0.00019152411726209174
68,0.006025534805754184,0.0022673032144044773,0.0027333881495058793,0.003123922562564954,0.0038274478746387055,0.0011467287487561344,0.00786413866867367,0.0010562409849634194,0.014814726751258908,0.005555802117063043,0.014741460443474352,0.0022915557735056304,0.007537029368298438,0.0007989031825369844,0.0077714540748274885,0.00017166205501932078,,,,,,,0.00019126915874035028
69,0.005865718892767516,0.0021571484916747953,0.0026064404350124365,0.0032787257865166818,0.0037111260522252475,0.0010911811471013273,0.007858805254929595,0.0009896328682903275,0.01453276768249149,0.0055483652104157954,0.014297554410101535,0.001967525995193379,0.00760954073969818,0.0008059455006635593,0.008004070274182595,0.00011533053866941145,,,,,,,0.00019101059706849957
70,0.005982197566419585,0.0022589312000677753,0.0025648593501601783,0.003135377254126132,0.00411127688578115,0.0011735405194827826,0.008063345375415096,0.0008799945893785747,0.014220626326277852,0.0053770054679868435,0.014033423009095713,0.001997547766829181,0.007304431463126093,0.0007438296646190187,0.008304187424073461,0.000137003410543457,3.506935261810819,4.247676100116223,-0.036871309098690595,-0.008035660524910782,-0.014085587274166755,0.3740519926133048,0.0001907484424541117
71,0.008842396026509058,0.003841707304828506,0.00480362700107388,0.0023913202438161224,0.008088702574754372,0.0012440658288880482,0.007608097024723632,0.00033929443698148563,0.015094430035484644,0.005425363124231808,0.014624632487539202,0.0034274415653878045,0.007860299500559146,0.000751554601265525,0.008850240944108615,0.0001491664374005571,,,,,,,0.00019048270524660196
72,0.008392844187955443,0.0035896993254144224,0.00452489198014363,0.0024530614903355893,0.007304402409543275,0.0012595916871363537,0.007617170514507044,0.0004938170615600822,0.015048521730932407,0.005536058004508959,0.014762058262325203,0.0027541967701836256,0.00806267973530339,0.0007085081779223401,0.008435618243917512,0.00011550385445010154,,,,,,,0.00019021339593682028
73,0.006274588342405792,0.0024780815021477193,0.002782097041535263,0.00291232867902702,0.004390874777076782,0.001192409731248696,0.00786348587522904,0.0009644834019407147,0.014410228400568789,0.005186446309380699,0.01402422813892675,0.003030110565305222,0.007341862981168863,0.0007125233337319514,0.00929641188364864,0.00010899708511639498,,,,,,,0.0001899405251566371
74,0.0064806962509154,0.0024840011133048204,0.003131288726631011,0.003090815488786365,0.004433249828851439,0.0011965630938693022,0.007921428728100454,0.0008157075148135022,0.012856485501591427,0.00476176608450866,0.012306162820702108,0.0023899406113135533,0.006543632019505215,0.0007840025797728837,0.008450170316791628,0.00017070061589189814,,,,,,,0.0001896641036785236
75,0.006639842300190248,0.002600344608868194,0.003275020882829578,0.002995815018637695,0.004380875760609778,0.0012001043820403453,0.007841788325856766,0.0009499901183532615,0.014412056101718917,0.00542386899420914,0.013935824021852264,0.002293099924524237,0.00776917495871506,0.0007234173199321958,0.00863401769917497,0.00018903634243846076,2.9051143721056483,3.9375600282413266,-0.03750700352854134,-0.004218647158268141,0.02793404063171086,0.39307653120098013,0.00018938414241512636
