epoch,batch_train_loss,train_loss,validation_loss,train_accuracy,train_balanced_accuracy,train_f1,train_roc_auc,validation_accuracy,validation_balanced_accuracy,validation_f1,validation_roc_auc
27,0.17161416296254506,0.14960475265979767,0.2044600397348404,0.9391304347826087,0.9390151515151515,0.9416666666666667,0.9857744107744107,0.930635838150289,0.9300535475234271,0.9340659340659341,0.9714859437751004
28,0.16848192414776844,0.14551183581352234,0.19830097258090973,0.9420289855072463,0.9417929292929292,0.9445983379501385,0.9864646464646465,0.930635838150289,0.9305220883534137,0.9333333333333333,0.9717536813922357
29,0.1551615306260911,0.1421964466571808,0.19900235533714294,0.9434782608695652,0.9431818181818181,0.946058091286307,0.986952861952862,0.930635838150289,0.9305220883534137,0.9333333333333333,0.9724230254350735
30,0.15639642829244788,0.13871002197265625,0.2044127732515335,0.9492753623188406,0.9487373737373738,0.951856946354883,0.9877188552188554,0.930635838150289,0.9305220883534137,0.9333333333333333,0.9712182061579653
31,0.15003731288015842,0.13624849915504456,0.19810894131660461,0.946376811594203,0.9460858585858586,0.9488243430152143,0.9875757575757577,0.930635838150289,0.9305220883534137,0.9333333333333333,0.9734939759036144
32,0.15925645929845897,0.1326489895582199,0.20104797184467316,0.9507246376811594,0.9501262626262627,0.9532967032967034,0.988543771043771,0.930635838150289,0.9305220883534137,0.9333333333333333,0.9724230254350736
33,0.15882991982454603,0.1311054229736328,0.19978931546211243,0.9492753623188406,0.9493686868686868,0.9511854951185496,0.9891329966329966,0.9364161849710982,0.9360776439089692,0.9392265193370166,0.9726907630522088
34,0.14395545423030853,0.1294134259223938,0.20576637983322144,0.9507246376811594,0.9507575757575757,0.9526462395543176,0.9893771043771044,0.9364161849710982,0.9360776439089692,0.9392265193370166,0.9704149933065596
35,0.15565947358581153,0.12606216967105865,0.20653484761714935,0.9550724637681159,0.9549242424242425,0.957004160887656,0.9895202020202021,0.930635838150289,0.9305220883534137,0.9333333333333333,0.9702811244979919
36,0.1444329492409121,0.12314151227474213,0.21022501587867737,0.9550724637681159,0.9546717171717172,0.9572413793103448,0.9901262626262626,0.9364161849710982,0.9360776439089692,0.9392265193370166,0.9686746987951808
37,0.1394071528180079,0.12202347815036774,0.20913177728652954,0.9550724637681159,0.9551767676767676,0.9567642956764296,0.9901767676767677,0.930635838150289,0.9305220883534137,0.9333333333333333,0.9696117804551538
38,0.15119108075106685,0.11988775432109833,0.21431483328342438,0.9579710144927536,0.9573232323232324,0.9602194787379973,0.990479797979798,0.9421965317919075,0.9416331994645248,0.945054945054945,0.9688085676037483
39,0.14302147179841995,0.11905527859926224,0.20778788626194,0.9608695652173913,0.9609848484848484,0.9623430962343096,0.9906649831649832,0.9364161849710982,0.9360776439089692,0.9392265193370166,0.9698795180722892
40,0.13595138388601216,0.11515428870916367,0.2162216752767563,0.9594202898550724,0.9592171717171718,0.961218836565097,0.9912373737373739,0.9364161849710982,0.9360776439089692,0.9392265193370166,0.9677376171352076
41,0.1363419924270023,0.11502579599618912,0.2191712111234665,0.9594202898550724,0.9592171717171718,0.961218836565097,0.9911279461279461,0.9248554913294798,0.9249665327978581,0.9273743016759777,0.9684069611780455
42,0.1274621979418126,0.11169348657131195,0.21444785594940186,0.9623188405797102,0.9619949494949496,0.9640883977900553,0.9916582491582492,0.9421965317919075,0.9416331994645248,0.945054945054945,0.9686746987951808
43,0.13126470893621445,0.110323466360569,0.20823480188846588,0.9666666666666667,0.9666666666666667,0.9680111265646731,0.991936026936027,0.9364161849710982,0.9360776439089692,0.9392265193370166,0.9706827309236947
44,0.12488805621185085,0.10834475606679916,0.21289889514446259,0.9652173913043478,0.9650252525252525,0.9667590027700831,0.9920875420875421,0.9421965317919075,0.9416331994645248,0.945054945054945,0.9693440428380187
45,0.13481809249655766,0.1067735105752945,0.22409939765930176,0.9637681159420289,0.9637626262626262,0.9652294853963839,0.9922811447811448,0.9248554913294798,0.9249665327978581,0.9273743016759777,0.9681392235609103
46,0.12478130412372676,0.10584117472171783,0.2261369675397873,0.9652173913043478,0.9650252525252525,0.9667590027700831,0.9923905723905724,0.9248554913294798,0.9249665327978581,0.9273743016759777,0.9672021419009371
47,0.12375523200766607,0.1046852096915245,0.22340328991413116,0.9652173913043478,0.9650252525252525,0.9667590027700831,0.9925673400673402,0.9421965317919075,0.9416331994645248,0.945054945054945,0.9674698795180723
48,0.12823355900631708,0.10283736139535904,0.22293472290039062,0.9652173913043478,0.9648989898989899,0.9668508287292817,0.9927104377104378,0.9421965317919075,0.9416331994645248,0.945054945054945,0.9676037483266399
49,0.11838377131657167,0.10183987021446228,0.23166751861572266,0.9637681159420289,0.9637626262626262,0.9652294853963839,0.9929292929292929,0.930635838150289,0.9305220883534137,0.9333333333333333,0.9658634538152611
50,0.12168470956385136,0.102590411901474,0.22846285998821259,0.9652173913043478,0.9654040404040405,0.9664804469273743,0.9927861952861954,0.9248554913294798,0.9249665327978581,0.9273743016759777,0.9672021419009371
51,0.11268179304897785,0.09888553619384766,0.22465451061725616,0.9652173913043478,0.9650252525252525,0.9667590027700831,0.9934511784511784,0.9421965317919075,0.9416331994645248,0.945054945054945,0.9680053547523426
52,0.12014523707330227,0.09871435910463333,0.23623251914978027,0.9666666666666667,0.9667929292929294,0.9679218967921897,0.993442760942761,0.9248554913294798,0.9249665327978581,0.9273743016759777,0.9670682730923694
53,0.13062865397130902,0.09767194837331772,0.2418009340763092,0.9652173913043478,0.9650252525252525,0.9667590027700831,0.993594276094276,0.930635838150289,0.9305220883534137,0.9333333333333333,0.9662650602409638
54,0.12432193197309971,0.09634147584438324,0.2386811524629593,0.9652173913043478,0.9652777777777778,0.9665738161559888,0.9935353535353535,0.930635838150289,0.9305220883534137,0.9333333333333333,0.9661311914323962
55,0.11955197155475616,0.0949486792087555,0.23967880010604858,0.9652173913043478,0.9648989898989899,0.9668508287292817,0.9937794612794613,0.9364161849710982,0.9360776439089692,0.9392265193370166,0.9650602409638555
56,0.11505044556476852,0.09543459117412567,0.24144524335861206,0.9652173913043478,0.9654040404040405,0.9664804469273743,0.9938383838383837,0.9190751445086706,0.9194109772423025,0.9213483146067416,0.9653279785809905
57,0.11763159947639162,0.09319672733545303,0.24128755927085876,0.9695652173913043,0.9691919191919192,0.9710344827586207,0.9941329966329967,0.9364161849710982,0.9360776439089692,0.9392265193370166,0.9639892904953146
58,0.11422464209185405,0.09199117869138718,0.24639953672885895,0.9666666666666667,0.9667929292929294,0.9679218967921897,0.9941414141414141,0.930635838150289,0.9305220883534137,0.9333333333333333,0.9643908969210174
59,0.10639352808621796,0.09158921986818314,0.2543836832046509,0.9666666666666667,0.9666666666666667,0.9680111265646731,0.9940656565656566,0.9364161849710982,0.9360776439089692,0.9392265193370166,0.9629183400267738
60,0.11772540150294927,0.090912826359272,0.2416805624961853,0.9681159420289855,0.9681818181818183,0.9693593314763231,0.9941750841750842,0.9364161849710982,0.9360776439089692,0.9392265193370166,0.965194109772423
61,0.11527249902825464,0.08862428367137909,0.23993323743343353,0.9695652173913043,0.9695707070707071,0.9707927677329624,0.9944023569023569,0.9421965317919075,0.9416331994645248,0.945054945054945,0.9639892904953146
62,0.11308974467895248,0.08738342672586441,0.24737995862960815,0.9681159420289855,0.9680555555555556,0.9694444444444444,0.994570707070707,0.9421965317919075,0.9416331994645248,0.945054945054945,0.9627844712182061
63,0.11299751190976663,0.08695285767316818,0.25296440720558167,0.9710144927536232,0.9707070707070706,0.9723756906077348,0.9947138047138047,0.9364161849710982,0.9360776439089692,0.9392265193370166,0.9627844712182062
64,0.10730055143887346,0.0885169729590416,0.24678388237953186,0.9710144927536232,0.9712121212121212,0.9720670391061452,0.9945033670033671,0.930635838150289,0.9305220883534137,0.9333333333333333,0.9643908969210174
